"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
132.4,121.4,80.23,240,-30.61,-120.9,-80.43,52.09,-31.84,-95.97,-127,-41.73,-44.52,67.14,114.8,-128.9,-202.4,98.41,-172.4,80.05,137,-67.84,-105.7,17.66,-142.4,-51.65,230,89.05,-2.79,-2.05,0.64,-1.09,-2.71
-93.48,-87.18,-115.5,-80,-88.24,16.94,23.81,-41.5,-87.48,69.88,-10.45,-68.95,49.03,101.3,-189.6,92.9,126.2,-8.766,214,-62.24,-76.03,61.3,-61.19,-69.41,48.7,82.1,10,-79.73,-4.19,4.29,1.48,3.33,-2.1
-24.79,-19.75,92.87,40,-68.97,-50.03,-49.16,97.4,5.044,-28.53,144.7,8.158,66.98,-79.69,-13.97,55.72,109.8,-48.73,78.89,-82.21,9.656,3.669,63.04,-47.73,15.4,96.72,40,-15.28,0.32,-3.44,1.39,-1.65,4.87
-4.958,-13.51,-58.36,30,-35.71,-0.5294,-28.31,26.92,-0.7794,-6.968,140.9,49.63,31.08,-117.9,-101.5,8.223,188.4,-10.58,99.54,21.39,23.14,46.72,113.1,-33.27,82.48,129.1,70,-10.06,-3.14,-3.09,2.19,-2.71,3.07
177.1,191.5,57.3,240,-20.41,-106.3,-101.3,17.36,69.75,-104.2,-106.1,99.52,-181.5,-75.55,210.2,-186.7,-249.6,106.3,-332.4,1.418,-47.07,159.5,-35.54,-8.954,-25.62,50.22,210,136.7,-4.86,1.99,4.47,-4.05,1.34
-1.5,0.7562,3.381,0,-20,-6.605,-28.21,139.7,-22.08,-57.34,139.4,97.35,-34.71,-127.1,87.04,-4.268,125.6,-138.4,136.4,94.16,102.7,72.48,NA,-19.92,42.11,21.81,30,-0.2962,-1.21,-2.79,2.06,1.02,3.99
-155.3,-142.4,NA,-200,-200,97.98,137.3,-115.4,-44.89,123.2,28.01,-6.816,-4.548,-123.2,-205.7,115.1,-3.451,10.05,108,-38.9,-42.96,-78.29,-36.02,142.9,22.7,170.2,-100,-116.1,-0.56,-4.84,-1.96,-2.81,-0.72
-98.33,-77.78,75.11,-40,-190.5,126.3,-19.5,81.87,-103.4,137.3,42.54,-11.78,126.1,-89.28,-153.6,57.22,32.02,65.23,117.4,-56.45,-113.9,9.976,-139.3,155.9,-61.74,198.6,30,-68.42,1.73,-3.46,4.94,-3.27,3.41
247.9,230.9,51.02,200,11.11,-106.8,-115.3,-17.04,75.99,-116.6,-55.03,50.58,-119.6,16.5,96.85,-110,20.4,68.34,-62.75,-146.1,-63.08,144.3,26.99,-27.11,90.37,NA,200,167.4,-0.66,0.45,2.32,2.28,-2.3
91.9,89.63,19.66,70,-62.5,-111.2,-80.48,36.3,-19.8,-81.52,50.84,-82.64,190.9,23.29,74.97,-70.58,50.37,-174.9,NA,186.6,27.93,-32.61,121.7,-55.9,74.11,-169.2,90,66.05,1.41,0.98,2.93,3.22,-1.97
14.35,-0.3536,-97.7,-140,-227.3,69.62,-71.77,81.72,-132.3,82.08,101.4,-27.37,42.37,-172.7,-131.7,40.34,-82.96,48.13,33.28,-73.09,-82.24,80.04,12.69,160,133.4,52.56,-80,-12.14,2.45,2.7,3.86,2.69,-4.26
53.34,25.16,37.32,70,-93.75,-105,-97.91,73.09,-190.1,-62.98,-37.03,-159.9,9.973,13.59,49.32,-80.23,-86.63,89.33,-167.1,40.57,229.1,-32.95,29.68,33.89,67.29,-162.7,140,6.813,-1.08,-3.96,1.55,-3.4,3.57
-103.5,-89.39,-56.27,10,-115.4,43.91,58.91,-33.88,-135.4,58.3,-26.66,-52.88,46.83,135.9,-199.6,-21.15,62.6,-42.03,163.7,96.94,-196.7,3.451,-101.7,-52.47,-65.94,31.42,70,-69.31,2.43,3.77,-4.03,-2.36,-1.29
-72.58,-65.9,-164.5,-40,-190.5,50.89,40.95,-18.2,-178.2,52.36,-97.6,-14.61,80.48,84.84,-197.5,6.8,15.64,-194.6,90.58,102.3,-161.5,-27.62,-191.6,4.162,-189.9,18.28,20,-42.07,-1.05,4.49,4.21,-3.17,1.56
30.11,31.5,59.01,30,-89.29,-52.16,-79.88,124.1,9.143,-16.42,52.27,69.49,-44.26,-108.9,55.74,6.358,73.48,-47.77,-14.47,-49.29,11.62,-5.468,38.9,-84.98,87.15,-87.96,20,31.81,2.62,-0.03,1.45,0,0.2
22.04,30.76,-15.75,40,-17.24,-47.34,-64.78,13.73,103.6,-20.41,71.84,14.06,-88.23,-44.35,63.45,-50.16,52.17,-44.03,20.22,84.61,185.2,15.99,120.5,-59.27,117.2,-35.62,50,32.83,4.59,-2.84,-0.32,-0.7,2.14
131.2,134.7,18.09,90,-88.24,-23.26,-110.1,38.89,-18.18,19.08,44.32,-28.63,183.8,-21.84,5.613,-42.21,23.25,24.23,85.62,18.18,109,-48.38,-29.29,68.93,-46.21,NA,130,111.1,2.77,-0.4,1.22,4.11,4.39
-95.7,-80.74,-92.5,-40,-190.5,2.739,63.6,-65.42,-129,25.29,-139.2,-75.77,4.817,111.3,-140.3,22.7,115.3,-31.87,231.3,24.41,-148.2,10.8,-145.4,-63.28,-167.9,21.95,0,-49.59,-2.44,-1.36,2.83,3.78,0.17
91.99,72.89,37.58,-70,-138.9,-46.8,-94.17,-8.062,-39.3,13.9,48.88,-59.05,197.6,10.86,-9.915,-60.62,23.45,-102.3,155.4,7.292,126.4,-101.5,-36.47,31.23,40.86,-66.21,-40,54.18,4.23,-1.82,4.78,4.85,-2.91
74.93,58.03,-21.86,-10,-270.8,-49.07,-106.4,3.743,-74.92,27.84,17.63,-66.01,145.1,13.89,-42.18,4.504,102.3,-28.78,128.4,30.01,82,-93.73,-100.6,23.62,-39.57,-41.28,30,40.94,4.63,1.44,3.08,2.88,-0.13
-22.26,-34.86,152.6,10,-153.8,-42.27,-69.63,146.8,-53.43,12.29,98.71,15.96,30.7,-80.27,9.695,67.19,-6.444,3.091,-43.06,-137.7,-87.39,-8.108,74.52,-80.68,53.04,87.06,70,-36.06,1.45,0.94,3.71,-2.21,0.6
-110.5,-107.5,-108.7,0,-240,15.23,36.73,-64.22,-73.79,73.44,-113.3,-77.41,25.01,86.19,195,1.655,3.52,-71.06,-9.01,81.95,-80.99,37.3,-185.8,7.723,-206.7,-109.8,60,-93.21,-4.28,1.25,1.62,-0.67,-0.38
76.24,67.72,161.6,-80,-147.1,-94.53,-98.69,123.3,-119.2,-36.36,17.39,-44.53,96.01,5.711,-88.51,-19.43,23.4,-50.08,67.05,68.3,-1.509,-97.96,-75.08,-34.33,-64.81,-159.4,-20,52.35,-1.18,-4.45,-3.85,2.27,-4.13
-17.17,-15.16,82.21,10,-38.46,-49.06,-52.37,97.34,46.3,-35.98,167.6,-13.1,-6.45,-94,72.43,1.679,59.6,-49.29,16.85,-126.3,29.86,36.48,164.7,-84.12,158.3,73.98,30,-7.835,-1.85,1.94,2,-1.87,4.03
-85.16,-91.92,-28.15,-80,-117.6,-52.69,50.58,0.3452,-47.88,25.28,-58.53,-63.03,9.204,143.8,-65.63,97.96,-28.08,-75.35,87.12,58.64,-73.28,-68.69,-88.69,-100.6,-75.42,-167.8,-40,-76.92,2.12,-1.96,1.81,-1.76,-3.64
234.9,219.4,14.33,210,43.48,-82.71,-93.55,-73.75,83.09,-77.71,-135.5,89.08,-174.4,-114.1,128.5,-124.5,-63.48,74.66,-129.7,-181.6,23.68,199.9,51.27,-63.73,31.04,128.1,220,178.4,3.44,-0.98,-4.63,-3.9,0.96
206.7,205.3,-9.558,210,10.87,44.63,-57.52,-10.01,31.26,-39.43,-201.8,103.9,-190.7,-25.93,158.1,-122.9,-178.5,35.18,-315.5,-7.622,-41.43,240,41.55,11.94,-19.94,210.6,190,163.8,-1.36,2.38,3.27,2.46,-0.67
-107.8,-103.3,-44.85,-70,-166.7,13.7,9.399,8.974,-50.11,NA,6.625,-34.36,66.13,19.13,-70.06,150,1.679,-78.5,96.16,-69.74,-50.46,-84.89,-170,-42.95,-104.4,-20.07,-30,-85.47,2.07,NA,2.63,-1.56,-2.93
-160,-149.1,40.92,-160,-222.2,34.62,102.1,23.82,-60.7,90.36,28.16,-11.71,34.82,-52.77,-119.5,131.9,34.66,-0.3433,77.08,-11.76,-111.8,-119.3,-132.1,27.63,-75.42,67.77,-80,-132.1,-0.59,-1.99,-4.68,-4.96,1.07
6.181,3.091,-37.48,120,-27.03,43.72,-11.19,89.74,45.75,-38.66,166.5,71.05,-34.91,-253.2,110.1,-106.4,139.2,-52.45,25.88,-11.76,140.1,88.5,150.1,108.8,120.8,54.02,110,12.46,2.64,-3.6,2.43,-1.08,-2.61
64.56,65.17,12.07,70,-125,0.0593,-88.4,17.49,-101.9,21.45,100.9,-58.4,152.9,-72.91,-136.5,-71.43,79.71,-9.028,0.7857,-60.08,143.5,-116.2,-63.09,16.65,-66.03,-3.212,150,56.27,3.71,-2.38,-0.29,-0.71,0.52
-110,-104.7,-41.3,-40,-142.9,87.29,87.73,119.6,-128.7,69.14,93.67,-56.45,124.7,102.5,-103.4,72.6,16.74,-82.36,53.52,93.95,-97.83,0.5822,-118.9,-151,11.51,16.32,30,-89.24,1.39,-2.2,-1.5,1,1.05
-13.79,-17.44,-6.018,30,-89.29,-19.06,-38.16,75,42.62,12.53,145.6,-88.96,34.84,-49.07,74.96,-10.05,139.5,-105.1,161.1,27.76,94.51,49.02,75.29,-76.76,55.12,57.89,40,-12.7,-3.68,3.04,-1.74,-2.83,-1.72
-159.5,-150.5,-110.6,-60,-184.2,44.54,122.7,-120.2,31.74,143.6,-67.66,-72.08,-42,-73.74,-43.1,135.9,-49.59,64.73,38.15,-77.36,-21.7,-14.38,-32.78,71.76,-14.86,-81.33,-30,-129,2.95,-0.98,2.8,-3.24,4.76
59.05,55.13,-4.928,100,-42.86,-121.2,-87.12,2.052,41.26,-27.96,3.658,-24.56,-22.04,-20.88,24.1,-32.04,99.08,28.13,72.99,43.34,29.59,-29.74,71.32,-110.9,47.58,-97.73,130,43.45,-2,-1.29,-1.68,2.56,1
229.5,212.6,-18.76,220,0,-81.62,-94.12,-51.98,71.85,-140.3,-200.6,112.4,-236.6,-138.9,32.26,-185.9,-180.7,90.28,-129.9,-83.85,-120.7,186.1,95.46,-21.57,77.19,90.7,230,181.5,1.06,0.13,0.04,-2.25,1.77
-113.6,-105.6,-50.88,-60,-157.9,-23.34,47.88,43.42,-98.85,35.76,19.47,-34.98,88.01,85.04,-118.6,96.53,1.494,-89.91,77.56,45.03,-118.8,-124.7,-169.6,-131.5,-23.89,-98.11,-10,-88.67,-4.97,-2.91,1.21,0.36,-3.87
51.41,62.29,-19.49,70,-109.4,-67.22,-86.97,58.11,-104.8,-19.06,45.72,-59.58,124.8,-6.457,-82.28,-9.56,50.15,-36.16,28.48,-39.87,29.29,-46.58,-1.528,-1.056,-21.52,-104.5,130,48.49,3.21,1.29,-4.94,4.1,1.44
-160.2,-150.2,-37.02,-100,-200,37.12,118.5,62.85,-148.4,73.71,27.73,-13.38,81.75,-31.96,-52.64,116.2,-23.99,69.64,37.92,2.018,-93.37,-76.98,-202.1,-48.96,-88.48,48.26,-30,-131,-3.53,-3.57,-1.09,-0.33,-0.4
70.89,68.98,-17.11,50,-66.67,-123.8,-93.39,-32.79,-20.65,-20.74,1.004,-71.13,80.97,23.54,-131.2,-63.03,98.81,-103.3,46.41,12.21,70.57,-108.6,14.17,6.596,18.38,-104.5,80,51,-0.89,3.21,-4.33,0.76,0.78
-108.2,-96.8,-169.8,-20,-130.4,13.71,105.7,-60.43,-94.07,29.01,-16.98,-140.4,117,235.8,-121.5,33.22,87.22,-14.33,159.7,64.28,-95.76,54.98,-98.95,-56.61,-44.79,-103.5,50,-76.43,4.02,-0.16,1.87,-0.18,4.93
-31.39,-21.79,-105,0,-60,115.1,22.2,89.91,-37.96,-31.71,124.9,115.2,-66.95,-266,-14.11,28.51,205.4,-16.85,84.17,13.34,-4.453,196.4,159.8,46.52,85.34,11.67,40,-17.11,-2.76,-4.38,-4.08,-0.1,-4.49
-39.5,-25.85,-146.8,20,74.07,199,73.57,26.54,135.8,-52.79,228.9,35.33,-89.65,-120.5,51.83,4.985,101.9,-75.63,95.5,15.6,156.3,129.8,216.9,24.89,127.1,55.58,40,-15.85,-4.02,1.58,-0.92,-0.88,-1.12
-145.2,-133.3,-52.55,-190,-333.3,43.43,75.56,101.5,-110.6,69.56,87.96,-1.703,86.02,-63.81,-41.29,173.7,-56.9,-20.28,21.94,-89.18,-138.9,-36.55,-122.9,-23.57,-4.562,119.8,-130,-110.2,-4.92,2.55,-1.43,-0.33,-1.12
-94.52,-79.4,-66.04,-50,-150,-19.55,16.9,19.15,-128.8,20.81,25.61,-74.89,139.9,100.4,-126.2,13.84,-129.2,-71.82,112.1,-25.26,-137.1,-26.21,-204.4,-86.76,-83.3,-190.6,20,-57.12,-0.95,-1.53,-0.37,-1.26,-1.98
209.6,190.5,45.54,220,42.55,-106.3,-90.65,-110.6,76.35,-58.5,-126.2,77.08,-79.1,-149.8,80.26,-113.7,3.349,69.46,1.642,-269.8,-34.43,115,33.72,54.57,85.9,-58.97,230,135,-4.22,2.67,-3.59,2.08,-0.58
89.04,90.95,-4.236,240,-51.02,-46.4,-80.87,72.84,-107.4,-5.75,47.3,-73.96,160.4,73.75,38.16,-127.8,24.87,74.79,71.55,73.41,41.03,-75.32,-70.94,24.98,-7.912,-19.39,270,45.62,-1.96,1.47,4.25,-4.94,-2.11
-2.055,-1.027,-3.741,NA,18.52,74.41,-7.545,64.68,79.49,-5.75,166.6,67.76,-51.81,-133.4,17.79,-10.95,67.9,-11.4,42.24,-34.98,49.7,118.9,192.1,48.59,97.63,75.79,30,-0.3709,0.67,-0.97,-0.25,-1.53,-4.06
106.2,103.1,-9.325,80,-90.91,-120.7,-75.98,28.97,-49.73,-35.58,75.49,-76.76,137.2,-45.75,-37.89,-73.38,98.88,-94.03,-10.76,-47.49,153.5,-141.9,15.7,-64.15,34.39,-98.99,120,87.54,-1.78,-2.03,-3.95,4.33,3.22
-97.26,-84.34,-54.99,-30,-250,110.5,36.45,126.9,-258,46.64,102.1,-69.3,146.1,107.3,-141.1,80.25,-55.18,-142.9,95.23,113.7,-198.6,-38.48,-281.6,-113.4,-96.7,-116.3,70,-63.8,-3.98,-2.7,-0.65,-4.85,-2.29
8.904,0.8806,54.38,50,0,-22.65,-27.1,-6.752,56.28,12.08,NA,9.952,-123.5,-78.43,8.282,-33.53,30.89,-11.4,1.642,-16.92,43.67,102.7,182.7,-58.82,72.92,-25.17,80,-2.967,-3.54,1.94,1.95,-3.59,-4.18
201.4,204.3,47.34,220,-31.91,-67.05,-75.98,73.91,-17.11,-107.6,-116.4,94.33,-145.3,-104.2,124.4,-146.9,-160.2,169,-148.3,-111.4,-16.7,242.3,-13.41,-58.82,-18.8,35.76,210,113.5,2.08,-4.19,-3.41,-3.38,-2.71
25.33,19.42,-115.7,30,-125,19.51,-53.01,135.3,-36.68,-15.71,141.9,75.66,11.85,-67.56,49.99,11.63,130.4,-131.7,21.2,75.67,-51.18,49.79,65.28,-79.4,46.96,64.67,30,15.21,2.19,4.98,3.03,1.28,1.93
-93.33,-83.83,-80.51,-30,-90.91,NA,-1.782,-49.5,-32.32,93.77,-2.047,-16.37,60.73,34.47,-96.92,96.82,33.64,-59.94,79.69,9.465,-55,-109.7,-112.1,-80.25,-4.049,-35.34,60,-67.82,-3.74,1.91,-3.61,3.81,3.88
-150.7,-136.1,-71.49,-70,-138.9,17.41,49.44,-9.605,-83.98,77.55,2.473,-45.25,51.11,-31.99,-2.272,112.2,-56.89,35.14,31.92,-12.98,NA,-105.5,-147.3,-6.623,-58.8,-0.5144,10,-114.7,-3.44,-4.2,-3.66,3.59,-0.55
262,205.3,-20.16,-140,-136.4,-72.04,-83.74,-65.27,45.54,-15.71,-49.51,NA,-18.61,-124.7,-71.37,-97.15,-40.5,-168.4,-133.8,-190.3,173,124.6,7.965,18.34,-78.46,83.87,-90,108.3,0.46,1.88,1.41,-1.01,0.96
160.7,137.8,-85.09,130,-105.3,-62.57,-53.01,41.88,-87.62,-52.71,-24.65,-43.24,121.6,-29.18,18.63,-88.94,-14.74,25.96,-95.8,-33.18,29.9,103,-16.6,105.9,-17.15,-136.7,160,100,0.91,0.72,2.16,-4.74,4.17
-84,-79.16,-74.92,-50,-275,109,39.2,55.76,-134.2,111.5,12.27,-120.5,137.7,116.8,-104.5,66.54,96.08,-93.29,177.2,4.977,-148,50.07,-197.1,-106.9,-110.3,-141.1,-20,-58.52,-3.74,0.8,-3.6,2.44,3.22
10.67,5.333,1.839,-10,62.5,17.41,-27.39,-56.24,143.8,0.5069,115.5,30.65,-49.86,-46.96,-17.37,57.82,26.62,-132.5,9.496,50.98,172.5,28.28,100.8,78.85,70.36,59.76,30,-1.611,4.17,2.27,3.26,-4.39,-3.35
80.73,73.9,60.58,-80,-88.24,-105.6,-82.16,39.49,-84.97,-47.77,13.62,-44.35,106.6,-5.946,-66.77,10.51,54.12,-68.14,62.57,-90.21,-10.62,-55.92,22.5,-57.42,50.26,-164.3,-50,62.67,3.67,-1.6,2.12,-2.28,-1.11
8.19,10.19,-64.65,130,-78.95,100.3,-27.05,127.5,-101.1,-24.69,191.9,135.1,90.14,-154.7,-107.7,-35.32,98.78,62.97,14.72,-101.6,-8.658,125.6,76.93,76.57,-36.07,112.1,190,13.09,-2.85,-2.94,NA,-3.78,0.07
-0.39,-6.293,-36.16,90,-44.12,77.71,-17.03,114,-14.79,-24.34,183,108.4,3.592,-189.4,19.24,-59.48,92.99,-56.96,9.405,-38.85,-11.41,142.8,181.1,4.515,130.5,193.9,100,-2.755,-4.81,-2.3,-0.12,4.93,4.46
-158,-149.1,-74.13,-200,-400,143.1,148.3,135,-214.4,94.58,118.1,56.86,209.6,-101.9,-224.7,161.8,81.41,83.09,206.1,-72.14,-255.3,-33.57,-137.8,49.95,NA,113.8,-130,-134.6,-2.56,-3.91,-3.64,-0.02,-3.65
97.89,82.48,-18.74,-70,-138.9,-20.7,-72.14,31.92,-111.4,-5.099,83.26,-73.79,196,-0.3861,-126,-12.65,108.7,-60.69,99.79,-18.87,31.4,-4.34,19.81,16.38,88.31,-36.01,-30,62.67,-3.88,-2.88,-3.47,1.38,-2.66
285.1,261.5,9.612,220,-31.91,-24.46,-82.16,10.2,15.12,-23.29,-126.2,80.78,-170.9,-85.87,65.77,-67.36,-168.3,75.64,-201.1,-174.9,-117.4,209.2,10.07,-25,-38.11,166.1,220,212.1,3.3,-1.57,0.32,4.45,-4.4
-93.21,-95.39,-77.32,-30,-204.5,-14.69,33.07,6.305,-150.6,37.92,-63.82,-94.03,32.92,92.05,-113.3,27.77,105.4,-15.25,166.8,81.94,-138.7,-52.14,-168.7,-112.7,-107.3,-167.2,30,-80.23,-1.97,2.27,4.2,3.28,0.13
-95.55,-99.61,4.247,-30,-227.3,-35.73,23.05,71.37,-159.8,15.54,-44.07,-83.45,29.34,74.68,-164.1,22.84,39.24,-58.45,107.2,67.68,-138.7,-29.1,-108.2,-90.12,-4.973,-159.2,0,-80.92,3.83,-1.41,3.11,-2.09,1.45
108.4,84.62,30.7,110,-138.9,-32.13,-84.54,146.5,-87.99,-4.237,38.15,-10.52,60.49,-7.242,40.22,-58.52,-12.73,77.61,-65.68,-21.29,27.51,-89.16,-131.1,-29.92,-105.3,-63.18,150,47.08,-4.27,-3.42,-4.61,-0.2,1.44
-4.834,-2.417,-199.7,0,-60,45.67,-31.4,-8.241,48.25,52.66,145.7,-16.99,4.439,-90.07,19.75,8.078,86.94,-100.1,136.7,98.06,112.4,18.73,115.5,77.17,149.4,115.5,50,1.526e-05,0.78,-0.88,-0.62,2.36,2.12
-91.85,-93.22,-94.6,-70,-194.4,34.28,27.64,34.62,-207,11.05,40.67,-90.16,53.69,91.17,-202.3,82.77,107.5,-84.92,116.9,56.87,-63.66,-4.047,-154.6,-241.6,12.04,-75.43,10,-79.17,0.85,-2.5,4.98,-2.23,-1.77
-94.61,-91.23,-19.14,-50,-125,3.924,68.98,-116.2,-67.29,52.66,-20.97,-103.1,104.6,125.3,-192.4,81.66,82.82,-46.81,132.7,-31.85,-64.1,-55.56,-114.1,-79.5,-54.94,-153.6,50,-80.24,2.64,-0.39,2.41,1.07,-3.78
95.3,81.44,-80.25,90,-132.4,2.027,-78.64,43.28,-98.34,8.502,75.89,-18.98,74.92,19.07,-23.05,-51.16,147.9,-48.49,66.58,30.46,44.57,-6.287,-37.78,50.09,-5.876,-2.316,140,62.77,-4.43,3.32,-2.8,0.68,-2.02
249.3,209.1,80.6,250,30,-107.1,-108.2,-123.8,160.3,-125.3,-143,104.5,-145,-82.27,117.1,-92,-226.1,69.76,-190,-216.7,-5.726,86.3,99.69,-90.33,101.2,-35.81,230,148.4,1.5,-1.32,3.77,-4.35,3.51
33.15,26.71,54.48,60,-112.9,21,-66.83,36.56,-55.22,15.72,141.3,-7.036,61.33,132.1,-100.6,-56.31,58.11,-11.5,1.436,69.54,-1.235,-29.06,-92.83,-102,70.5,11.73,100,16.76,2.57,4.24,-2.37,3.68,-2.54
273.5,234.7,27.57,220,-63.83,-37.82,-78.64,100.8,-29.36,-121,-120.3,104,-173.9,-50.12,114,-125.8,-214.5,147.1,-191,-168.1,-134.6,218.1,91.65,-1.998,-34.04,80.16,210,173,3.79,-4.28,-0.34,-2.8,4.75
-173.3,-154.2,-166.7,-190,-416.7,176.6,157.5,NA,-187.4,146.9,57.65,-99.12,164.9,-54.99,-47.86,194.6,-79.45,-32.8,49.8,-78.33,-140.9,-13.01,-284.4,191.3,-151.4,-20.32,-140,-126.6,-1.64,-0.3,4.36,2.44,2.62
-98.35,-89.62,-15.53,-30,-181.8,90.91,58.61,127,-113.7,98.07,63.5,-52.06,110,78.62,-92.57,107.4,48.83,8.207,94.12,-2.356,-116.8,-14.63,-142.8,-96.75,21.2,81.02,10,-74.66,-4,-1.79,4.65,2.03,1.7
102.9,95.54,-15.53,140,-115.4,-43.42,-86.61,158.9,-86.47,-9.975,64.29,-84.03,152.9,34.2,-1.701,-78.48,48.83,-12.55,27.93,-10.69,119.3,-98.12,17.54,-21.91,29.38,-5.199,160,71.59,-1.02,4.49,2.86,-4.68,1.68
2.252,-2.55,5.109,20,-37.04,-9.548,-42.41,-0.5056,71.08,23.48,106.2,-13.57,-42.16,-6.085,26.06,50.36,94.67,-98.67,2.828,-9.305,25.53,53.48,140.1,-58.12,165.4,88.72,60,-6.126,3.22,-3.06,1.09,-1.9,-1.75
-3.754,-5.553,0.3284,60,-32.26,11.48,-23.47,10.72,30.66,-2.742,126.7,23.61,-69.22,-129,9.237,5.841,211.8,-15.63,67.87,-62.11,10.08,139.9,237.5,-28.81,136.7,48.69,90,-10.72,3.04,1.28,0.81,2.14,0.13
-142.6,-130.1,-100.4,-90,-187.5,95.58,102.8,4.466,-28.73,132.4,-4.449,-41.62,42.4,-67.03,-3.384,178.7,-4.65,37.43,81.56,-41.27,-42.31,-1.083,-39.75,78.8,74.88,125.7,-30,-107.6,2.38,3.22,-0.01,4.12,-0.38
-12.64,-12.42,-101.9,20,74.07,89.57,-0.8626,7.218,110.5,-14.57,143.9,104.1,-53.86,-210.9,1.078,10.95,86.46,14.84,85.63,19.94,54.81,120.1,182.8,31.53,189,75.2,50,-7.732,-4.73,1.35,4.68,-4.89,0.83
-147.8,-134.9,-143.3,-60,-210.5,2.733,38.82,8.142,-85.02,74.95,16.4,-30.05,89.7,6.087,-70.89,130,-54.91,-67.03,55.21,50.96,-78.1,-132.2,-251.4,19.59,-147.8,-70.34,-10,-108.2,-2.04,NA,0.2,-0.74,3.69
101.1,87.13,-51.65,-70,-111.1,-81.63,-75.26,-3.973,-53.93,-9.597,33.4,-91.2,161.5,1.79,-115,5.122,168.7,-44.63,181.4,-100.5,114.7,-61.12,10.79,6.896,-2.604,-47.43,-40,67.01,-4.42,1.38,-1.01,-1.34,0.42
2.747,4.422,-20.6,100,57.14,63.11,-20.7,42.85,89.75,-37.1,118.8,116.4,-110.4,-213,-11.62,41.75,153.5,30.29,12.39,-94.57,50.91,133.6,110.9,17.35,72.26,-11.79,130,6.121,1.15,4.65,3.93,1.45,1.97
-102.7,-103.2,-160.3,-50,-175,-55.99,73.54,-50.69,-54.4,28.43,-126.5,-145.7,-45.34,97.75,-128.3,-0.2896,-10.91,-27.64,153.2,47.38,-113.9,30.66,-123.3,-62.9,-158.3,-173.9,0,-72.49,1.24,-0.61,1.06,-2.96,4.73
264.8,248.3,42.31,210,-10.87,-70.87,-100.1,-48.33,17.2,-28.32,-141.1,57.05,-172.5,-71.25,4.102,-140.2,-158,207.9,-68.73,-200.7,-35.92,118.4,-6.9,108,-42.53,31.92,220,195.2,-4.63,2.63,-2.79,-1.8,-0.77
81.87,68.37,108.9,40,-120.7,-103.1,-90.14,47.57,-40.74,-3.453,34.21,-40.42,120.7,21.13,-30.97,-24.02,69.87,-119.5,-3.38,8.013,84.94,-154.3,-21.05,-15.5,35.33,-16.88,90,52.19,-0.04,0.17,-4.54,0.64,-0.8
224.2,194.4,43.2,130,-65.79,-36.14,-90.14,27.86,41.23,21.41,36.64,41.86,-24.05,-86.29,155.3,-11.53,-147.2,-12.96,-233.2,-141.1,92.73,154.3,-7.607,114,40.32,90.05,160,91.17,0.19,4.77,0.13,-1.26,-1.3
107.6,99.26,68.29,0,-140,-85.23,-86.47,1.529,-38.82,-7.567,40.85,-77.43,89.65,84.31,-50.5,-27.79,92.4,-65.41,108.4,69.87,75.5,-74.15,-34.24,-63.79,47.48,-52.69,40,75.15,1.65,-2.16,-1.64,-4.47,-1.08
113.6,94.7,60.14,60,-80.65,-91.14,-86.47,-35.77,-7.268,1.342,43.27,-25.79,60.74,-4.552,-107.2,-61,55.28,-27.75,74.98,108.6,62.37,-110,-12.88,-64.45,59.7,6.976,130,66.47,-1.8,-0.39,-0.63,4.49,2.76
-142.4,-124.2,-95.92,-170,-250,-38.82,36.69,-71.15,-23.88,55.43,-32.54,-22.04,26.05,-48.54,-37.78,137.9,-52.12,-53.08,44.62,-62.43,-19.5,-159.3,-156.7,29.78,-121.8,13.83,-100,-110.3,-3.39,-1.09,2.24,-2.91,-2.56
-89.57,-78.88,-49.52,-40,-261.9,13.5,13.88,95.65,-119.6,39.52,44.23,-55.77,84.59,66.71,-60.9,81.57,13.43,-98.28,53.73,28.44,-125.3,-37.17,-235.7,-170.9,-69.26,-57.12,0,-59.29,-2.77,4.77,4.98,-2.9,-3.42
14.04,7.019,-23.16,100,-57.14,35.44,-4.363,61.19,44.21,-20.61,148.5,70.84,0.7542,-141.8,44.31,-38.32,93.19,-74.31,-35.3,23.1,67.77,85.81,201.8,22.86,105,115.8,110,7.175,4.6,-4.6,0.27,-4.61,3.79
1.526e-05,7.629e-06,-2.957,80,-45.45,-7.595,-27.17,43.41,112.9,14.71,117.6,-9.96,-73.69,-79.34,31.02,8.664,114.5,-70.89,3.145,120.7,56.19,98.98,209.6,-26.23,158.8,38.42,80,-1.133,3.52,-2.71,-1.54,4.69,1.87
-101.5,-79.34,-70.53,-30,-250,102.3,26.77,126,-132.2,85.69,103.1,-52.82,201.4,51.52,-63.87,71.81,16.36,-52.19,136.5,102.8,-159.3,2.346,-201.9,24.1,34.46,-21.51,50,-64.32,2.45,-2.86,4.24,4.89,-0.62
-105.3,-88.39,-9.251,20,-148.1,42.64,26.77,88.86,4.7,82.91,87.77,-62.91,82.55,13.4,26.82,86.96,98.97,-39.84,137.7,-9.007,-80.57,-16.24,-50.54,-11.75,213,71.84,70,-67.77,-0.33,4.66,4.73,2.52,2.06
